30 4800
0 30005
1 30005
2 30005
3 30005
4 30005
5 30005
6 30005
7 30005
8 30005
9 30005
10 30005
11 30005
12 30005
13 30005
14 30005
15 30005
16 30005
17 30005
18 30005
19 30005
20 30005
21 30005
22 30005
23 30005
24 30005
25 30005
26 30005
27 30005
28 30005
29 30005
477 954 409
190 697 67
166 1548 250
166 1548 250
237 1079 1800
237 1079 1800
237 1079 1800
193 907 300
193 907 300
208 1549 1643
170 540 300
166 1550 200
320 1059 2300
226 189 200
269 1551 950
375 1163 217
252 1185 300
252 1185 300
252 1185 300
411 273 150
429 1513 550
309 1552 700
174 1288 2600
237 1553 3150
1554 1115 600
999 876 5400
164 760 1625
264 1110 140
264 1110 140
264 1110 140
210 850 50
174 1141 750
264 1555 100
168 585 300
174 1556 825
217 1346 150
347 674 900
190 1557 50
642 1558 258
307 157 800
174 1459 3500
174 1459 3500
551 1001 200
347 610 430
347 610 430
164 1559 1600
693 290 500
160 1560 150
166 1305 200
226 1095 200
237 1561 12000
245 1379 450
637 1074 200
172 781 264
174 1562 200
390 1563 18800
382 658 450
159 1512 700
176 1564 750
269 1165 250
160 645 150
517 925 400
264 1255 100
237 1051 1650
237 1051 1650
237 1051 1650
1565 816 550
469 1566 300
264 1567 113
226 1568 250
264 1201 83
609 1108 400
166 1407 250
264 265 50
228 1514 125
174 843 850
307 330 800
198 358 2900
217 1569 175
483 1238 353
193 1279 300
203 1570 250
164 767 1200
375 1571 2350
591 1569 467
279 1321 217
243 1572 400
166 362 150
885 1573 1500
885 1573 1500
156 390 200
158 1574 350
403 1575 5300
205 729 450
245 1075 400
193 1576 175
1577 1054 250
874 508 6600
340 1578 250
842 679 313
170 314 200
602 1579 1300
602 1579 1300
245 415 150
216 653 350
1580 1372 150
176 1463 600
427 1581 1500
404 1582 603
291 807 300
469 807 700
689 1017 1050
245 1583 350
279 401 600
307 172 17600
162 704 1500
375 211 2350
409 1584 541
689 1308 1344
166 1585 350
215 1420 7300
316 1039 1100
194 1586 125
465 1220 8750
201 663 900
1017 1587 50
164 1588 1200
514 1554 185
164 1589 1700
374 1476 2050
374 1476 2050
427 974 525
332 1590 100
264 1538 100
248 670 1400
226 1229 300
293 1591 750
1003 342 800
256 322 1475
156 1592 100
331 980 5575
164 1593 2100
182 1594 1800
375 1061 217
347 502 250
1233 887 25650
279 913 500
952 1595 161
401 1596 300
347 947 350
180 1597 700
585 1212 5675
585 1212 5675
585 1212 5675
345 249 500
337 614 150
170 1598 550
150 1599 800
156 362 150
1443 1600 1000
1385 1295 3070
217 713 350
276 535 1850
342 1453 761
286 232 1500
286 232 1500
208 474 150
600 1601 650
264 1602 50
1603 1604 18550
164 1605 1250
152 397 150
264 1606 100
193 1210 150
226 662 150
506 327 2600
483 788 650
174 1607 1867
777 197 10750
693 1608 1200
670 764 950
300 1609 400
166 1610 250
483 668 2150
1351 336 2200
164 459 4475
885 557 550
256 1611 195
256 1611 195
352 285 90
578 743 1300
245 1108 200
332 656 150
190 1612 100
551 381 5950
425 1613 250
174 1614 5850
164 729 2850
750 641 1000
226 1615 200
347 1320 1400
276 1616 1700
164 1132 2000
429 925 550
429 925 550
279 1617 250
332 1618 100
693 986 1150
276 1619 1850
276 1619 1850
491 1620 200
465 752 9150
273 1621 250
208 1453 150
208 1453 150
551 1622 200
382 1205 100
242 635 500
245 836 350
600 1623 200
383 1624 110
174 1625 2600
174 1625 2600
174 1625 2600
264 457 50
256 1626 2444
174 1113 1867
256 1427 200
256 1427 200
911 299 200
911 299 200
152 1627 150
304 272 800
166 1628 250
150 1629 800
174 1302 700
164 1630 1200
642 1631 888
489 1632 700
472 1633 500
472 1633 500
174 1634 550
600 1635 250
201 1486 2800
201 1486 2800
201 1486 2800
316 1024 20100
316 1024 20100
316 1024 20100
172 1636 264
217 380 150
199 1637 250
237 1027 12000
217 1638 150
1385 725 3070
616 1442 350
248 1482 1400
248 1639 600
174 1640 2250
166 175 250
1641 726 200
768 1611 700
255 1151 2150
293 1642 750
252 440 300
1211 1210 1110
448 273 150
176 1643 2000
1644 1625 583
293 1438 750
243 1645 367
1002 288 500
208 1646 75
193 643 250
340 1647 150
585 1556 10950
347 982 150
200 771 21100
200 771 21100
193 476 300
693 1078 400
245 241 250
352 361 300
340 1547 500
591 776 517
335 869 500
166 1144 250
1290 297 600
918 1648 100
1526 1106 650
1526 1106 650
309 889 600
309 889 600
164 1649 1200
164 1650 700
347 301 250
170 909 300
170 909 300
174 1651 3100
174 1651 3100
273 1652 620
166 1289 200
609 486 9950
226 886 200
1078 1653 1571
193 598 350
166 817 250
166 1654 200
174 1655 1867
383 1656 2450
382 1657 475
217 1182 300
172 1658 150
445 1165 300
320 1659 147
307 199 800
150 1129 800
370 932 1850
655 1660 2100
166 231 150
364 1285 950
222 1661 1700
750 442 1175
256 1662 2475
1332 831 200
491 1189 200
491 1189 200
435 1575 2400
174 1663 217
174 1664 700
607 723 4000
237 1660 5200
1665 778 3150
1290 1666 600
198 1509 3300
1239 272 1400
172 1384 283
1076 624 1800
166 1667 200
409 1668 14950
409 1668 14950
335 154 550
1078 340 325
585 744 8525
411 405 100
162 1669 1450
1168 1670 1717
264 622 310
248 1671 900
248 1671 900
248 1671 900
248 1671 900
248 1671 900
248 1671 900
195 1672 100
237 1673 3800
166 468 350
180 590 400
517 311 300
856 1674 1367
164 1675 1200
307 345 1400
264 793 50
915 256 650
915 256 650
915 256 650
248 694 900
1191 575 750
164 1676 1433
527 1677 300
193 1678 250
1094 1205 800
210 867 150
550 1679 325
489 1529 1050
217 235 200
166 726 150
166 726 150
226 1680 200
217 792 150
193 672 250
166 1653 200
166 1653 200
588 1058 300
174 1258 850
312 735 600
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
645 467 1000
182 1517 300
498 1681 700
210 497 150
166 809 150
150 1106 800
193 431 217
550 1682 800
347 636 1000
588 1683 500
806 778 30000
193 534 700
164 1684 1500
264 1500 100
325 1605 425
158 1626 90
170 504 150
347 1331 100
174 894 1867
237 886 5300
264 527 100
193 1685 350
347 1686 401
409 1556 1836
276 1687 9550
166 1688 250
307 1689 8350
217 1690 175
217 1690 175
386 479 12900
755 1658 7600
347 1683 200
309 1691 500
193 781 350
174 589 1867
1078 1692 228
198 1693 9750
193 580 350
448 1694 200
160 1647 150
217 779 150
237 989 6500
1695 799 200
545 1696 1050
174 1697 1867
911 1418 150
322 1698 550
711 655 200
491 157 124
264 375 100
335 862 400
196 1699 1200
600 1087 200
222 719 1700
342 947 800
193 1700 300
162 651 7850
164 1701 1200
217 1515 150
217 1515 150
217 1702 55
193 935 300
193 1174 350
198 918 2800
591 1703 10800
1290 516 700
152 406 200
217 1087 150
579 376 300
1002 1704 200
1705 1706 250
293 1707 700
1078 477 325
160 1708 150
742 1709 700
193 318 300
347 1710 167
172 623 150
403 441 7600
174 947 2600
174 947 2600
222 1711 500
472 1712 625
150 416 400
193 1659 300
162 1426 5326
162 1426 5326
425 1713 250
377 1714 320
166 1715 250
256 1652 190
755 1716 6200
228 1717 250
162 1718 6038
309 328 850
347 1719 200
166 640 250
198 1720 9750
226 1721 300
190 780 117
693 230 100
867 1722 400
162 655 5210
217 1294 600
172 1290 150
172 1290 150
279 1205 250
585 1723 7875
585 314 1875
585 314 1875
585 314 1875
256 1724 400
174 171 800
364 1725 950
166 401 200
266 267 3000
261 1726 200
347 1671 200
174 1727 2500
1046 1106 270
952 1728 161
760 354 2450
760 354 2450
472 390 900
503 1729 150
217 578 125
472 1730 200
170 504 150
347 460 313
218 328 550
264 1731 150
806 175 15800
409 1714 1836
411 1391 200
276 1732 1700
164 597 300
166 1733 250
162 1456 200
162 1456 200
551 523 325
168 1734 150
588 758 800
276 1735 6900
164 1736 1250
425 1737 300
755 1046 1850
755 1046 1850
164 1738 1500
545 363 1400
237 1546 1650
237 1546 1650
237 1546 1650
237 1546 1650
600 1739 200
249 1021 680
370 1740 550
1741 1028 200
693 223 100
914 1712 100
174 1742 2250
217 875 200
168 1442 450
332 632 100
174 501 2600
520 1743 700
208 709 125
331 879 5575
193 1073 350
193 1744 350
174 394 1500
153 1709 300
362 1473 1800
162 1745 1650
345 1746 700
345 1746 700
345 1746 700
237 193 1400
196 1747 1372
196 1747 1372
156 1223 100
609 1329 9800
217 1748 150
1385 1749 3070
1385 1749 3070
1385 1749 3070
1565 1750 150
198 493 9750
1007 727 800
166 1751 250
160 1752 150
160 1752 150
208 1424 150
1579 461 9800
1579 461 9800
237 1103 2125
164 345 2400
166 1259 250
166 1259 250
166 1566 200
276 1087 1850
276 1087 1850
312 1753 600
347 376 200
172 1754 350
172 1754 350
331 1755 5575
1281 1756 750
1290 1757 350
166 1758 250
588 743 145
170 1472 550
383 521 400
491 836 100
542 1759 1813
193 1683 200
404 690 2555
382 1760 1150
307 1761 7500
193 1762 150
1763 484 13075
491 1764 150
193 1492 220
312 1415 538
1003 402 600
1003 402 600
1003 402 600
1003 402 600
679 1607 550
174 1080 1050
489 949 100
382 1765 450
166 1522 350
409 1223 541
465 195 7300
465 195 7300
264 493 150
237 1194 2550
237 1194 2550
166 921 250
160 1766 150
527 474 250
193 498 300
217 342 150
374 1767 700
276 1768 1700
166 1769 250
517 328 150
425 561 400
648 1770 688
208 1199 200
217 1031 300
205 1771 300
1211 1772 1110
1773 728 50
176 1158 2000
182 1291 1500
1002 467 200
174 674 2600
193 1132 300
160 1575 150
325 612 400
156 1774 150
190 362 50
166 726 250
174 175 350
252 1775 300
174 1331 3500
176 1329 1100
223 1144 100
245 1776 200
695 688 150
279 352 150
174 206 200
164 673 1500
755 778 1000
1119 1777 200
257 1545 200
868 776 22550
168 679 717
174 1597 2600
616 421 350
160 912 150
217 774 175
1534 1778 300
256 259 1575
166 1779 250
205 328 280
174 1545 800
230 1780 300
382 992 1150
245 1781 150
233 1553 5750
755 226 12050
308 1314 9500
237 289 1500
174 1609 200
166 535 250
166 535 250
164 706 4475
256 509 400
193 1593 350
226 1286 200
469 643 300
600 1782 800
164 892 2150
291 1783 200
291 1783 200
291 1783 200
316 1784 24800
542 627 2069
1785 1786 500
582 1629 400
248 1787 700
245 289 1000
325 1309 350
325 1788 125
517 1507 350
517 1507 350
152 1629 1300
193 758 350
354 497 850
256 959 300
375 1789 2050
525 627 1200
900 1790 1450
1791 371 600
472 1792 500
168 607 353
228 1793 600
172 763 150
172 763 150
166 1794 350
527 1795 200
1605 1350 200
304 735 2100
170 1796 500
1123 311 683
193 1797 75
174 1080 3100
403 180 3800
166 1609 250
166 1609 250
166 1609 250
174 1798 500
174 991 2600
174 991 2600
551 1148 200
164 1799 1600
550 475 500
217 1080 300
203 845 150
248 259 700
293 832 750
546 1765 1600
1168 1620 1683
264 249 100
160 1800 200
166 1679 400
166 1679 400
491 912 200
237 568 3450
193 1801 250
166 428 200
166 552 200
269 1771 700
269 1771 700
210 249 50
276 1742 1700
347 1521 215
217 899 200
1802 971 600
316 1595 4100
316 1595 4100
585 1174 10700
585 1174 10700
222 401 500
1016 1423 5450
750 1469 1700
150 713 800
166 806 300
1086 233 5900
164 1803 1450
193 1804 250
308 716 10400
193 758 350
226 1588 150
1054 399 1300
170 555 250
174 1618 500
952 1628 161
331 1634 10500
217 1805 150
352 1606 150
164 259 750
217 770 200
465 788 21750
166 1074 450
448 1000 350
1332 1806 100
571 477 1400
472 1807 435
469 646 417
379 531 255
212 723 1450
465 1808 6150
655 194 2100
166 944 700
193 788 225
193 1809 350
585 1810 100
228 277 200
600 926 750
193 1140 150
275 281 225
226 1811 213
491 221 125
411 1624 350
180 892 900
670 1812 550
217 385 200
1127 1152 1800
1127 1152 1800
266 575 3000
166 399 300
465 1080 6800
166 1813 250
166 1813 250
188 885 370
150 1666 800
245 655 400
273 1814 250
160 1705 150
176 1815 1000
162 1816 850
166 583 250
172 1710 264
243 1746 550
176 1445 1250
335 1817 200
159 530 700
591 935 2750
237 227 2125
245 1106 450
514 1392 340
375 1818 2425
193 1281 350
286 1819 305
579 1820 150
293 584 750
491 1077 200
180 760 1400
180 760 1400
600 1361 700
174 1126 2500
256 1821 588
174 591 2600
174 591 2600
193 174 350
1822 1823 30000
217 1824 150
170 1825 250
331 1826 5575
186 428 1900
186 428 1900
600 1774 300
162 1356 1475
1168 1302 200
642 1032 2600
1411 1356 850
243 1827 650
426 373 350
429 1828 550
195 401 1175
245 1829 150
245 1829 150
217 879 175
404 1158 825
166 1830 350
170 750 100
1378 705 20325
670 1831 1600
150 164 400
248 1832 1900
425 663 490
217 1833 200
276 247 8700
400 355 200
375 1415 200
166 1442 250
166 1442 250
193 521 300
174 545 900
425 1834 350
208 276 263
174 440 2600
286 189 1500
286 189 1500
364 1835 2050
174 394 2600
379 464 200
208 328 225
415 1521 300
237 725 12000
342 1836 150
514 1707 150
279 936 600
237 1834 850
245 787 150
415 386 184
375 1837 18050
425 1838 450
1078 1827 325
217 1839 150
742 267 1050
193 1018 350
264 355 100
264 355 100
331 1840 10450
193 1173 300
1054 1841 1100
755 521 7225
190 947 83
168 241 1200
166 494 350
491 1256 125
160 422 150
160 422 150
390 1704 12850
390 1704 12850
190 552 50
491 1842 150
164 1843 1000
279 1844 200
585 1071 600
217 553 150
308 151 9150
932 1845 431
156 982 300
1003 521 250
201 303 2800
201 303 2800
168 1052 100
472 1281 600
174 1846 500
347 1847 300
425 1052 700
503 275 200
174 1848 2250
230 486 200
331 1298 11600
174 727 800
208 1133 217
243 749 250
166 1849 250
237 163 1350
176 1850 767
340 1851 150
711 342 200
992 1410 350
249 920 200
166 1852 300
166 1853 300
166 1575 200
300 315 500
166 1087 200
309 1513 850
174 871 2600
174 871 2600
915 1854 600
915 1854 600
915 1854 600
150 1855 800
630 1080 625
174 717 800
174 717 800
166 1666 250
425 1017 550
1632 1844 680
1175 538 850
193 962 1250
193 962 1250
777 1856 2100
491 823 217
952 1857 200
199 1170 230
199 1170 230
199 1170 230
152 1689 200
609 756 11500
856 1858 750
170 353 250
347 1859 2100
166 1316 250
152 1860 225
182 1302 9200
193 636 300
269 520 300
331 1861 1500
279 1373 600
279 1373 600
152 1781 150
208 1862 350
226 366 200
588 1303 600
1016 1014 5450
249 1863 300
404 1114 302
276 1864 1450
992 469 350
642 1865 1875
448 1866 300
448 1158 400
1867 760 250
217 900 175
222 1868 500
182 1056 12000
1869 1313 300
719 190 183
256 566 990
755 1809 1650
347 421 8150
340 1870 150
340 1870 150
435 1871 225
174 1342 2600
264 163 100
228 1683 150
228 1487 100
375 175 2425
170 1872 200
195 1708 700
756 328 400
1136 200 900
193 406 175
221 1873 1600
237 1060 4000
174 1175 2250
193 1874 300
885 792 550
217 1875 150
176 1876 2000
383 1877 2450
174 1878 2600
550 1313 800
1653 900 150
166 499 250
222 675 500
347 1309 200
156 1075 150
279 270 410
193 831 300
264 1879 300
1745 1426 350
1002 1827 400
217 1880 175
514 1164 340
293 523 600
180 1881 1100
180 1881 1100
180 1881 1100
180 1881 1100
180 1881 1100
180 1881 1100
166 1882 250
182 1675 700
1002 1883 100
159 743 700
245 345 350
332 223 150
465 1884 6800
307 341 7500
331 1885 15350
1035 1886 250
1035 1886 250
331 1887 10900
600 807 400
276 1888 1450
212 1083 600
208 1593 217
1889 923 2300
245 890 350
737 1166 200
403 1685 8600
689 497 450
166 655 250
226 978 150
477 1890 250
477 1890 250
364 1123 950
226 1222 150
668 1071 550
668 1071 550
668 1071 550
411 722 100
164 486 1050
150 1891 800
217 233 200
1211 234 1110
174 446 2600
489 1892 150
491 1893 150
491 1893 150
222 1416 500
623 1712 150
623 1712 150
623 1712 150
164 1273 300
198 165 9750
264 869 150
491 757 150
217 543 300
862 366 1700
862 366 1700
862 366 1700
862 366 1700
166 1894 200
1175 1895 725
245 1297 200
237 1703 7300
162 1311 1100
670 1130 550
503 1896 200
375 1666 4350
168 957 300
403 1673 5900
166 1897 250
217 1898 200
248 1151 500
517 1152 250
256 277 300
188 197 450
188 197 450
1899 1223 600
174 716 5250
415 1900 400
174 464 800
164 468 1000
164 539 1200
465 1901 950
152 1902 200
176 438 350
172 1903 264
425 1101 425
166 580 2300
325 469 2600
193 1904 350
1905 1906 7200
382 486 717
382 486 717
382 486 717
382 486 717
396 1907 200
228 1506 200
217 1401 175
426 1480 600
689 424 850
174 1901 3100
842 1170 300
952 834 200
755 361 3500
172 409 100
166 401 200
542 1908 6038
248 1558 500
248 1558 500
162 776 1100
174 267 2600
168 1909 200
176 685 838
1492 1910 500
375 1087 2350
166 1911 200
425 1689 150
243 1912 400
228 870 200
670 1913 1350
228 1701 75
237 289 1650
364 1878 950
520 1234 700
264 1914 100
166 781 300
347 1462 200
750 490 1400
156 1116 200
237 1915 2125
693 170 200
226 1888 200
744 1916 500
465 239 4900
176 1274 400
164 566 850
585 926 7875
404 1582 2750
164 1917 1500
166 923 250
168 1918 250
874 1609 7100
166 1014 200
1168 213 500
472 1572 3700
588 1919 400
166 1920 200
156 1921 200
226 1922 250
226 899 150
1923 446 700
903 1766 500
1387 575 200
164 1924 4475
193 732 350
477 299 200
477 299 200
477 299 200
276 921 1850
415 507 300
964 1925 1950
1127 1086 50
1127 1086 50
600 594 600
551 1926 300
517 1095 364
180 1927 900
217 837 125
616 1928 600
170 502 150
257 719 200
230 1773 200
160 1929 500
160 1929 500
201 1811 1500
174 555 500
201 1387 950
166 1130 250
383 277 250
472 947 1825
347 1616 3050
411 1014 50
245 1706 150
162 1229 5326
162 1229 5326
276 772 1100
325 301 500
1930 230 200
520 1757 1650
174 1931 550
1136 666 1700
174 1174 317
448 239 113
448 239 113
237 1204 850
166 1556 200
166 435 200
160 1635 150
174 464 3100
193 1320 300
198 371 3300
377 463 200
371 313 675
681 1932 300
681 1932 300
1822 1540 30000
293 435 750
1332 1602 250
1191 1933 2100
237 1303 450
237 1303 450
1705 1934 188
1835 563 700
425 1494 200
245 1808 350
208 1311 275
193 1214 350
679 1239 800
193 1935 300
180 307 400
193 1936 350
582 1504 200
222 1704 650
1647 1413 450
514 460 850
277 1937 4900
164 1746 1000
755 997 1650
243 1912 325
243 1912 325
1191 1394 17325
150 459 800
279 267 525
279 267 525
426 1330 500
164 1371 1050
230 1324 350
425 1680 250
1938 869 150
164 1371 1400
1274 567 133
300 1393 1400
174 839 575
300 724 400
755 1447 12050
588 1410 600
588 1410 600
153 364 200
153 364 200
249 1293 250
156 1939 150
750 178 1200
174 430 2600
217 1082 200
182 687 400
182 687 400
150 1328 800
390 798 1250
160 597 150
160 597 150
228 942 150
174 1333 2600
335 486 260
182 1940 12000
182 1940 12000
1930 1199 8350
210 834 150
248 1296 1000
248 1296 1000
404 1941 7500
217 916 150
279 879 500
237 1221 950
248 1196 1400
588 1649 300
176 1942 2000
602 320 7000
1586 282 400
222 764 500
193 1943 825
172 809 150
172 809 150
909 1343 800
164 762 1600
465 859 1600
345 1245 3110
170 504 150
293 1199 5650
1695 819 1200
1695 819 1200
425 1678 238
152 1331 100
375 542 2425
264 1944 100
208 1945 175
164 1946 1250
565 1947 380
166 1779 250
332 1347 100
1059 1165 27050
159 1307 700
162 1356 850
174 1515 500
174 1515 500
170 382 200
166 1948 350
550 1529 800
1017 1870 775
409 1412 983
193 1803 300
491 203 100
174 262 500
708 319 165
708 319 165
708 319 165
708 319 165
708 319 165
708 319 165
271 729 250
166 724 250
193 1949 300
918 1950 100
170 1951 850
243 1229 650
286 1545 305
164 154 1000
1099 1952 3175
176 433 2450
193 530 250
166 1083 300
256 1953 385
309 805 2300
309 805 2300
1954 670 1000
207 1955 600
198 1956 9750
193 1957 350
226 1958 200
226 864 300
226 978 200
217 1678 150
1959 1152 761
237 185 9400
1078 1151 1050
491 1960 150
166 1961 200
711 655 100
170 1962 300
170 1962 300
170 1962 300
174 493 2600
174 493 2600
174 493 2600
174 493 2600
520 1088 1300
370 1963 7400
174 636 2600
186 204 10400
609 556 8700
1078 1964 1750
248 389 1200
248 389 1200
245 749 450
242 1965 500
320 984 1600
320 984 1600
245 1279 450
551 879 200
551 879 200
512 556 2000
375 1102 260
215 216 20450
215 216 20450
307 1966 600
307 1966 600
156 1967 150
273 1300 9700
332 1968 300
174 703 500
750 1969 1600
512 422 300
1344 521 200
264 1970 150
228 1724 125
264 1357 100
585 1971 440
760 544 2700
924 1612 666
166 1379 250
208 1799 275
565 1585 380
425 370 675
286 840 1500
237 1268 2150
320 204 650
156 562 100
174 1124 2600
174 493 1867
1002 710 200
242 1972 300
176 997 2000
176 997 2000
245 461 400
264 563 117
409 1816 1836
655 655 3400
242 1932 250
264 1973 117
217 1625 200
874 899 6400
1436 926 22650
1436 926 22650
1526 812 13450
1526 812 13450
1526 812 13450
755 414 6200
264 1743 100
1002 1974 300
273 1328 283
279 1975 100
472 1976 500
245 444 450
174 342 2600
172 1977 150
264 1824 100
158 1978 983
472 1979 600
256 1808 350
903 1980 600
255 324 1250
166 1633 200
164 1981 1500
174 1982 800
160 1357 150
160 1357 150
193 1780 225
166 1983 300
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
309 1984 600
166 1985 250
551 879 200
347 643 250
164 354 2150
164 354 2150
166 267 250
867 779 400
166 959 250
166 959 250
174 1986 1650
205 241 175
166 1270 250
527 330 200
1191 1987 2200
1136 1590 467
332 1988 100
375 758 200
616 879 750
193 1989 300
307 194 850
166 795 250
182 1990 1650
193 819 300
166 455 200
237 773 12250
1427 608 500
207 433 350
176 501 2000
461 662 100
188 1651 360
210 625 125
1017 1192 133
226 1991 150
174 1893 550
383 383 500
170 1712 250
170 1712 250
248 1868 600
248 1868 600
370 1619 1750
170 504 200
1332 1896 250
370 1173 1750
208 1992 200
166 1993 250
182 1994 15600
252 997 300
275 897 266
222 1612 650
166 1995 950
160 403 200
160 403 200
237 1105 3450
190 1996 50
479 1664 600
217 1588 175
600 1724 200
166 1997 250
166 1997 250
1191 1998 2200
425 1283 150
210 1442 50
645 1999 250
404 1348 2555
190 2000 50
228 1973 200
542 930 1850
542 930 1850
582 1731 250
578 626 150
578 626 150
578 626 150
578 626 150
578 626 150
578 626 150
222 696 650
174 1221 1867
160 2001 150
409 1074 541
168 540 600
2002 486 530
190 2003 50
190 2003 50
690 2004 6300
166 2005 250
517 1521 259
370 979 550
160 2006 150
750 1834 1200
168 2007 160
578 1087 500
193 2008 300
588 406 300
255 784 1800
174 229 850
164 1325 150
226 990 200
180 1184 500
550 725 250
347 2009 200
347 368 2200
316 326 5800
243 862 600
150 812 800
491 1518 150
208 256 263
166 287 250
264 2010 300
166 909 250
166 576 200
2011 523 1000
308 321 2000
308 321 2000
903 755 463
903 755 463
903 755 463
517 578 150
517 578 150
517 578 150
245 1489 400
256 733 1300
170 1973 300
170 1973 300
170 1973 300
1166 1128 650
164 2012 1600
156 2013 150
249 1773 200
237 1299 2200
269 748 1200
190 1813 50
190 1813 50
514 719 340
180 464 950
264 420 100
166 976 250
411 513 50
591 2014 525
194 1137 225
166 923 350
1426 1194 5400
472 1573 800
174 387 7900
340 362 150
237 758 12900
856 2015 750
677 589 100
409 1431 1535
170 461 400
156 1240 150
307 914 1200
279 383 600
166 229 250
166 640 250
777 543 10750
579 1290 180
166 2016 250
174 2017 3100
174 2017 3100
166 248 250
674 2018 600
193 1932 300
370 966 550
565 1554 380
496 988 200
245 1113 450
193 554 133
176 1957 1150
404 586 1200
174 223 3500
170 1233 400
170 1233 400
551 1489 200
551 1489 200
739 359 4700
237 267 1650
237 267 1650
245 792 1500
425 784 490
255 380 1350
276 1603 475
182 776 5200
249 2019 250
775 989 425
1530 1308 650
166 1113 250
166 1113 250
166 1113 250
217 1230 150
309 1545 1300
309 1545 1300
226 2020 250
226 351 200
174 390 3100
156 2021 150
308 573 10400
273 1603 600
174 646 1867
169 1187 200
347 1474 200
193 2022 250
193 2022 250
174 2023 1650
168 2024 600
264 2025 100
264 2025 100
264 197 50
379 853 150
379 853 150
279 584 375
237 2026 5250
264 2027 100
164 2028 1200
174 876 598
325 902 400
903 1766 600
375 2029 217
193 2006 300
909 302 967
469 1569 300
237 2030 600
237 2030 600
540 1469 700
174 1071 1867
465 2031 9150
465 2031 9150
600 1220 200
773 2032 230
195 1045 600
208 985 263
1644 2033 583
193 767 220
279 1943 600
242 889 500
166 2034 250
205 195 983
600 2035 30000
226 2036 150
174 2037 1867
325 1384 250
193 1931 133
205 1126 1250
279 1594 450
166 305 200
445 191 350
445 191 350
166 1113 250
237 1217 650
237 1217 650
237 1217 650
217 1518 200
937 1896 289
237 2038 12250
472 2039 550
170 504 300
342 728 150
166 242 4400
390 2040 850
307 804 8350
159 554 700
549 1367 950
309 1624 750
309 1624 750
309 1624 750
164 2041 1600
208 2042 100
174 504 2600
252 193 300
404 459 2555
174 390 500
176 162 1200
170 1909 200
309 836 1100
164 433 1600
347 784 80
347 784 80
491 408 150
166 1869 2200
160 270 200
1595 599 400
1378 1466 350
193 2043 300
491 474 100
325 1041 180
166 559 200
166 559 200
166 559 200
150 1423 800
491 1199 200
404 1014 4200
465 1259 7050
180 1176 900
411 612 50
868 2044 6050
335 260 300
273 351 300
1078 441 1207
1211 586 1110
1211 586 1110
164 1856 200
514 743 100
997 1990 186
256 1562 385
750 2045 250
245 605 250
670 1936 200
670 1936 200
182 497 150
911 2046 800
347 1612 150
1002 415 600
525 1295 500
245 1706 400
162 634 525
162 634 525
162 634 525
162 634 525
156 1554 100
630 2047 375
335 1569 200
1822 218 30000
164 2048 1500
168 2049 6100
409 1161 541
666 1153 5775
166 1825 250
166 968 250
208 1721 275
340 181 200
217 1233 100
193 610 300
600 650 800
992 411 5550
1923 1283 900
237 2050 13300
193 527 133
193 527 133
170 887 150
170 887 150
1122 863 350
1332 644 150
264 1586 117
332 531 150
332 531 150
158 421 367
158 421 367
150 1552 800
1290 775 150
469 981 600
469 981 600
750 2051 1450
750 2051 1450
174 667 1900
775 2052 500
160 2053 150
390 246 5500
169 1108 400
276 2054 8700
1745 836 350
1016 832 750
448 1966 600
461 1110 450
461 1110 450
375 315 600
375 315 600
193 663 350
193 663 350
230 1573 100
409 2055 541
409 2055 541
307 789 2000
166 1251 250
503 340 150
900 2056 10050
273 262 450
325 1877 350
550 525 800
347 540 167
237 1658 1050
316 461 2000
168 2057 1200
1899 2058 600
245 1589 450
174 812 598
273 2059 2750
477 2060 455
152 1666 200
208 570 263
222 2061 500
193 439 250
1136 650 900
203 2062 346
151 1862 150
425 2063 350
279 1127 600
208 2064 150
245 294 100
404 1045 1550
222 2065 500
198 223 3300
331 204 10800
174 1932 575
309 1642 550
309 1642 550
309 1642 550
347 778 263
642 703 450
642 703 450
642 703 450
642 703 450
642 703 450
642 703 450
245 792 150
425 2066 600
164 2067 1250
293 817 600
293 817 600
207 935 500
190 440 50
164 931 1050
193 1860 250
184 1570 750
166 2068 300
164 844 1250
364 2069 1350
269 1900 405
918 1984 100
918 1984 100
425 2070 250
918 925 100
491 679 100
465 526 7050
465 526 7050
273 1665 283
193 1334 70
340 220 200
166 468 300
217 1809 200
208 778 263
300 383 400
245 876 150
1426 1344 321
489 2071 200
489 2071 200
489 2071 200
489 2071 200
176 899 900
472 2072 100
166 2073 250
411 1048 100
166 1688 250
217 1188 175
1426 2074 7950
337 1619 200
174 836 3100
517 655 500
737 246 1200
164 663 250
243 2075 887
425 1431 490
164 274 1600
243 2076 310
579 1694 230
1332 486 350
166 1179 400
205 876 825
711 2077 150
777 811 3000
172 562 150
164 2078 1050
193 834 300
208 1518 100
540 1599 500
540 1599 500
724 1972 300
374 2079 550
374 2079 550
